postID,text,timestamp,likes,commentCount,community,district
BhEf6nFALkf,HeyÌ†ΩÌπãÌ†ºÌøæ Its #motivationalmonday Ì†ΩÌ±èÌ†ºÌøæÌ†ΩÌ±èÌ†ºÌøæÌ†ΩÌ±èÌ†ºÌøæ Now Go and Be GreatÌ†ΩÌ∏â #fostasmithres #fostasellshomes #letsdoit #fostasmithrealestateservices #washingtonheights #beverly #morganpark #woodlawn #chatham #auburngresham #ashburn #englewood #investors #tenants #buyers #emptynesters #relocatingspecialist #teamexitstrategy #newyou #beobsessed #changeyourmindset,1522676886,49,0,AUBURN GRESHAM,Far Southwest Side
BhCeUZoAgrw,Enjoy your #Easter Ì†ΩÌ∞•Ì†ΩÌ∞£Ì†ºÌΩñÌ†ºÌΩóÌ†æÌµöÌ†ºÌΩõ #fostasmithres #fostasellshomes #fostasmithrealestateservices #family #yourfavoriterealtor #tenants #2flat #singlefamilyhomes #sfh #invest #investors #buyers #realtor #realestateagent #chicagolandarea #chatham #auburngresham #woodlawn #bronzeville #calumetheights #washingtonheights #beverly #morganpark #roseland #southshore #lansing #southholland #dolton,1522608940,25,0,AUBURN GRESHAM,Far Southwest Side
Bg1lfM4nFun,"Newly renovated oversized brick bungalow available in Auburn Gresham! 5 beds, 1.5 bath, 2,200 square feet! Only $185,000! 8234 S. Hermitage Ave, Chicago IL 60620. Please email m.applegate@kw.com or contact @brandice24 to schedule a showing!

#chicagorealestate #auburngresham #homeownership #realestate",1522176491,63,4,AUBURN GRESHAM,Far Southwest Side
BguqwHvjkUA,The way I feel it's gon take a lot to break me the shit I go thru everyday u wouldn't b able to stay 10 toes like me the fact dat I'm not folding is bothering u niggaz MIXTAPE ON THE WAY #AUBURNGRESHAM #LongLiveTurnUpLord #LONGLIVEGRESKEE #LongLiveSHORTYB THE MUSIC WILL SPEAK 4 ITSELF,1521944370,429,1,AUBURN GRESHAM,Far Southwest Side
Bgt0Km7hvFh,"#MARCHFOROURLIVES
#AUBURNGRESHAM 
#PARKLANDFLORIDA 
#CHICAGOSTANDSWITHYOU
#EMMAGONZALES 
#ENOUGHISENOUGH",1521915751,30,0,AUBURN GRESHAM,Far Southwest Side
Bgtzg2NBtL9,"#ENOUGHISENOUGH
#WESTANDWITHYOU
#AUBURNGRESHAM
#PARKLANDFLORIDA
#PLEDGETOENDGUNVIOLENCE
#EMMAGONZALES
@complex_news 
@complex 
@chicagodefender 
@revolttv 
@nationalrifleassociation",1521915465,5,0,AUBURN GRESHAM,Far Southwest Side
BgrWTHvDBQj,#marchforlife #neveragain #chicagomarches #unionpark #perspectiveshs #auburngresham @keshonnewman tellin‚Äô like it is,1521833123,6,0,AUBURN GRESHAM,Far Southwest Side
BgpPKH-ADXw,"What do you have plan this satuday between 1pm-4pm?? Come check out this stunning move in ready brick bungalow. 
#moveinready#auburngresham#luxuryhomes#buyersagent#sellersagent",1521762130,8,0,AUBURN GRESHAM,Far Southwest Side
BgjEGC6BOzQ,"Larry@dreamsspotsrealty.com
Lets make your dream a reality DM me and let's make this happen~
#firsttimehomebuyers #dreamspots #realestate #realestateagent #chicago #fha #coachthecloser #southside #chicagorealtor #kenwood #southside #southshore #luxury #buying #selling #leasing #bronzville #larrysellschicago #northshore #southloop #auburngresham #beverlychicago #apartmenthunting #lifestyle",1521555003,21,2,AUBURN GRESHAM,Far Southwest Side
Bgi7w98Au0C,"Pay attention. Right now black politicians in Chicago are working overtime to gentrify black neighborhoods on the South Side. 
#gentrification #chitown #chicago #southside #bronzeville #grandboulevard #hydepark #englewood #auburngresham #slumlord #rahmemmanuel #chicagopolitics #illinoisprimary #politics #localpolitics #chicagosuntimes #chicagotribune #chicagonews #gentrify #thechi #propertyvalue #nimby #citylife",1521550983,42,9,AUBURN GRESHAM,Far Southwest Side
BgWMqTHAXll,#naturalhair #conditioningtreatment #rodsetonnaturalhair #relaxedhair #desistyles101 #paulmitchellproducts #haircareroutine #chicagohairstylist #auburngresham #englewoodchicago #bronzevillechicago #makeup #natural beats #3123204034,1521123287,16,0,AUBURN GRESHAM,Far Southwest Side
BgPF9FqAY80,"#Chicago #Winnetika #LincolnPark #Englewood #AuburnGresham #OrlandPark #TinleyPark #TheBarringtons #Illinois #Midwest etc. If you can, feel free to tackle homelessness by donating to #GodsHouseofHoliness. Every Friday they hit the streets feeding,  clothing, and praying for those who need it the most. If you're interested in helping out, here's how you can contribute. #EachOneReachOne #Ministry #Church",1520884890,10,0,AUBURN GRESHAM,Far Southwest Side
BgOZ-b1gkZg,‚ù§Ô∏èHappy Monday‚ù§Ô∏è Let‚Äôs continue with this #amazing #MondayÌ†ΩÌ∏â Keep in the front of your #mind how you are AmazingÌ†ΩÌ≤´ Make it A Great DayÌ†ΩÌ∏Ä #fostasmithres #fostasellshomes #teamexitstrategy #rentersintohomeowners #washingtonheights #chatham #auburngresham #home #icanhelp #letsgetit,1520861832,27,1,AUBURN GRESHAM,Far Southwest Side
BgE16dMFEWM,Throwback Thursday. Growing up in the 90s in Chicago. The Bulls dynasty.,1520540935,114,4,AUBURN GRESHAM,Far Southwest Side
BgEJw2bgU7J,Hey Y‚ÄôallÌ†ΩÌπãÌ†ºÌøæ #thankfulthursday Ì†ºÌæ¨Wrapped up an Amazing Video ShootÌ†ΩÌ±åÌ†ºÌøæ Stay TunedÌ†ΩÌ≥∫ #fostasmithres #fostasellshomes #lovewhatyoudo #masteringtheartofGratitude #rentersintohomeowners #washingtonheights #beverly #chatham #auburngresham #chicagorealestate #realtor #realestateagent #thetimeisnow #sellers #buyers #letsgetit,1520517788,107,5,AUBURN GRESHAM,Far Southwest Side
Bf6XW7FhdBw,"Sold  and Closed !!!!!!!
$335,000  Investor from out of state invested in this property !!!!!!! He will make $6149 a month in Auburn Gresham 
This could be you !!!! Ask me how ! Ì†ΩÌ∏Ä
We do have mortgage loans for aspiring investors ‚Ä≠ 6flat *AUBURN GRESHAM ALL SEPARATE UTILITIES . Tenants pay heat and electric . This building is bringing in $6149 a month

#buybacktheblock 
#ChicagoRealestate
#investmentProperty
#Womeninrealestate
#doingdealsinheelsÌ†ΩÌ±†Ì†ΩÌ±†
#Assets
#FHABUYERS
#ListingAgent
#Buyers
#lookingtosell
#Lookingtobuy
#Lookingtorent
#Listing Agent 
#GreatEquity
#incomeProperty
#Newlyrenovated 
#BuyersAgent
#melanin
#entrepreneur 
#closingdealsinheelsÌ†ΩÌ±† 
#multifamily 
#auburngresham",1520189371,80,5,AUBURN GRESHAM,Far Southwest Side
Bf2KmUyhUMD,Seeking Improvisers from the Southside! DM ME! #chicagoimprov #chicagoimprovcomedy #comedy #improv #southsidechicago #funnystuff #hydepark #pilsen #auburngresham #chatham #southshore #jacksonpark #backoftheyards #southsidepride #chicagoasfuck #chicagocomics #chicagocomedians,1520048464,13,0,AUBURN GRESHAM,Far Southwest Side
BfycSPRHtA6,"Yesterday Joplin Elementary School hosted their Black History Month Extravaganza! This annual event was the culmination of the school's month long celebration of black culture and included food, games, raffles and shopping with black-owned businesses. There were special performances by Joplin's choir and dance team, as well as @jessewhitetumblers. Joplin welcomed students from the other Auburn Gresham Gold schools to come join in the fun. #BlackHistoryMonth #AuburnGresham #MyChiNeighborhood",1519923519,20,0,AUBURN GRESHAM,Far Southwest Side
BfoI7rgguvX,Dreaming of a big send-off? Here‚Äôs your chance. #TellYaGirl #TagASenior #PromSendOff #AuburnGresham #Chicago,1519577828,6,0,AUBURN GRESHAM,Far Southwest Side
BfmnGlsgtxH,"Yolanda is a #writer, planner, strategist, former journalist and the newest #rudder, on the team to guide client projects. Welcome her aboard! .
.
.
.
. .
#PR #nonprofits #philanthrophy #enterprise #Chicago #AuburnGresham",1519526537,21,2,AUBURN GRESHAM,Far Southwest Side
BfkezqChgDm,"Get ready for Spring early.  Yard clean up, fertilizer, edging, patching, aeration, shrub trimming, raking, blowing, weed control & more! #oaklawn #evergreenpark #mountgreenwood #beverlychicago #chicago #blueisland #ashburn #alsip #auburngresham #lawncare #lynwood #trimmingthetree #mulching #shrubtrimming #springtime #earlybirdspecial #propertymanager #propertymanagment #southsidechicago #southsiders #glenwood #lawnservice #edging #rakingleaves #shrubbery #edging #patching #aeration #weedcontrol",1519455079,15,1,AUBURN GRESHAM,Far Southwest Side
BfkAe3GgCWu,Friday night hoops in Chicago‚Äôs East Garfield Park. Leo Vs Marshall. #dailysouthtown #eastgarfieldpark #auburngresham,1519439180,6,0,AUBURN GRESHAM,Far Southwest Side
BfhR6ytF6RD,"We love what we did with the new Art Deco 3 pc. Living Room Set http://ow.ly/5zan30iz0gC #AlbanyPark #Riverdale #Edgewater #Ashburn #AuburnGresham #Avondale #IrvingPark
#Hermosa #Dunning #Beverly #Ashburn #swedish #livingroomset #artdeco #velvet #leather #sofa #chairs #blue",1519347659,22,2,AUBURN GRESHAM,Far Southwest Side
BfLh7FPHlQr,Hit up @cweg.community if you are in the ChicagoLand area! #chicago #children #chatham #southside #englewood #auburngresham,1518617852,7,1,AUBURN GRESHAM,Far Southwest Side
Be_0AF1jWoj,"Ì†ΩÌ∫®CHECK OUT PROJECT SWIFT BEFORE LOOKÌ†ΩÌ∫®
_______________________________________________________
Ì†ºÌøöThis property currently includes the following:
‚Ä¢
‚Ä¢
‚Ä¢ Ì†ΩÌ≤¢4 bedrooms, master bedroom has full master bath attached, with his and her walk-in closet ‚Ä¢
‚Ä¢
‚Ä¢
Ì†ΩÌ≤¢2.5 Bathrooms , Master bath featuring spa tub. ‚Ä¢
‚Ä¢
‚Ä¢
Ì†ΩÌ≤¢Open kitchen concept with tons of living and dining space.
Last but not least a Finished basement with turn of space for the kids to get in trouble. --------------------------------------------------
P. S. Inventory has been down for first time home buyers, however once we bring this one back to its glory this one will scream for owner occupancy!! Can't wait, stay tuned Ì†ºÌø°
 _______________________________________________________#realestate #realestateinvestor #chicagorealtor #entrepreneur #communitydevelopment #austin #chicago #auburngresham #naperville #realestateagent #investor #miami #memphis #selfie #photography #friday #flexfriday #snow #snowday #artist #chicagonurse #chicagophotographer #mensfashion #blogger #follow4follow #nba #agent #businessowner #instagood",1518224677,497,10,AUBURN GRESHAM,Far Southwest Side
Be_UwF9jcf6,Gorgeous ceiling in a shell building 79th and Laflin. #thatceilingtho #southsidepride #auburngresham,1518208293,20,3,AUBURN GRESHAM,Far Southwest Side
Be3LmutAgov,It‚Äôs only right to support this talented young brother @jerodjhaynes. You deserve every moment of this!Ì†ΩÌπåÌ†ºÌøæ #auburngresham #in #the #building #actor #producer,1517935062,19,2,AUBURN GRESHAM,Far Southwest Side
Be0w_mqhUi8,"Yaasssss....Eagles Fly High, But A Queen Sits Even Higher! Happy Happy Burfday to My Beautiful Cuzzo Sonya!Ì†ºÌæÇÌ†ºÌΩæÌ†æÌµÇÌ†ΩÌ±ë Had so much fun at her Superbowl Burfday Get Together last night! Game was a nail bitter, but my team won! When I saw the cake...I immediately knew who baked it!Ì†ºÌæÇÌ†ΩÌ∏ç!
Shout Out To my gurl @bakershart and the entire @#BrownSugarBakery family! #eaglesflyhigh #happybirthday #queenssithigher #myteamwon #gophilly #philadelphiaeagles #litty 
#carmelcake #brownsugarbakery #auburngresham #chitownfoodie #FamilyFirst #SandersClan",1517854001,24,3,AUBURN GRESHAM,Far Southwest Side
BemKiiFnoRD,"The Hudson Properties Group. It‚Äôs been a long and rough road but my Client can finally call this Beautiful South Side 2 Flat home Today. Through it all we remained focused and everything worked out !!! Thanks to everyone involved who helped making my Client Dreams come true today !!!
#TheHudsonPropertiesGroup #BuySellFlipChicago #ColdwellBanker #Broker #Realtor #Investors #Entrepreneur #Properties #MultiUnit #chicago #chicagorealestate #chicagorealtor #listingagent #chicagohomes #luxuryrentals #auburngresham #hydeparkchicago #bronzevillechicago #wickerparkchicago #lincolnparkchicago #thehudsonoutfitters",1517364078,53,1,AUBURN GRESHAM,Far Southwest Side
BemGhJjjK8U,The Hudson Properties Group. Its been a long and rough road but my Client can finally call this Beautiful South Side 2 Flat Home today . Through the Ups and Downs my Client and I remained focused and everything worked out !!!#BuySellFlipChicago #TheHudsonPropertiesGroup #coldwellbanker #Chicagohomes #auburngresham #realestate #multiunit #properties #broker #realtor #realtor #listingagent #chicago #hydepark #bronzeville #wickerpark #lincolnpark #luxuryrental #southside #chicagorealestate #investors #entrepreneur #realestatelife,1517361970,67,11,AUBURN GRESHAM,Far Southwest Side
BedMjvglskX,Life. #auburngresham #chicago #southside #tree #learningtree #neighborhood #mural #art #streetart #building #wallart #chicagoart #chicanolife #streetarteverywhere #ittakesavillage #africanheritage #ancestry #tapestry #chicagostyle #life #love #hope #peace #strength #workingtogether,1517063147,57,7,AUBURN GRESHAM,Far Southwest Side
BeEu5Cenkte,7834 S Carpenter Ave Chicago IL. Just finished this #beauty and just #listed. Less then #20hours of it being listed it was branded as a #hothome by #redfin. This beauty won‚Äôt last the weekend before a great #Family get their hands on it Ì†ΩÌ±çÌ†ΩÌ±çÌ†ΩÌ±çÌ†ΩÌ≤ôÌ†ΩÌπèÌ†æÌ¥ô#lovewhatwedo #houseflipping #chicago #chicagorealestate #nestalgia #oldcharm #renovation #multiunit #auburngresham #greaham #2018 #goals #makeithappencaptain #chitownflip #fasttrackflips #hustle #hgtv #netflix #originalcontent #garyveeflipchallenge #bryandmai,1516242286,132,11,AUBURN GRESHAM,Far Southwest Side
Bd-1MAeFQK7,"Beautiful Italian Inlaid Tables in Stock! http://ow.ly/zL4l30hLiUv 
#garfieldridge #nearnorthside #lakeview #grandboulevard #greatergrandcrossing #nearwestside
#AuburnGresham #Douglas #Englewood #BelmontCragin # LowerWestSide #Hegewisch #Hermosa #table #Italian #inlaid #wood",1516044261,8,1,AUBURN GRESHAM,Far Southwest Side
Bd8PtnZg36C,"Happy Sunday!

On this day of new beginnings @sistaafya is thankful for our partnership with @traphousechicago ! Learn more about healing and justice through streetwear by visiting @traphousechicago store! Our Mental Wellness Warrior Shirts will be sold exclusively there. Ì†ΩÌ∏é",1515957504,82,4,AUBURN GRESHAM,Far Southwest Side
Bd6yuLul7jn,"Beautiful Knoll Lounge Chair...http://ow.ly/y8oi30hLkul 
#garfieldridge #nearnorthside #lakeview #grandboulevard #greatergrandcrossing 
#AuburnGresham #Douglas #Englewood #BelmontCragin # LowerWestSide #Hegewisch #Hermosa #knoll #vintage #Florence #Edelman #leather #lounge #chair",1515908750,10,0,AUBURN GRESHAM,Far Southwest Side
Bd6Lbiql8X9,New Items have been bought and created!!! Welcome 2018!!! http://ow.ly/GDBE30hLfXN #MiloBaughman #Etagere#shelvingunit #AlbanyPark #Riverdale #Edgewater #Archerheights #ArmourSquare #Ashburn #AuburnGresham #AvalonPark  #Avondale #IrvingPark #Belmontcragin #Ashburn #MorganPark,1515888150,11,0,AUBURN GRESHAM,Far Southwest Side
Bd1RMhFgoIb,The streets is watching! #jiggdabarber #6957 #private #studio #barberlife #amateurphotography #photography #79th #chicago #southside #auburngresham #beautifulview #photographylovers #streetsiswatching #views #coolpic,1515723401,44,0,AUBURN GRESHAM,Far Southwest Side
Bdx_lKogC_M,"We adore these two #storytellers and community builders: Norma Sanders works all manner of communications magic in #AuburnGresham and Asiaha Butler is the definitive Mrs. Englewood. Today at #Symply2018, she taught us the word ‚Äúgooglicious‚Äù and so much more. Keep shining, Women. #englewoodrising #AGgrowing",1515613502,11,0,AUBURN GRESHAM,Far Southwest Side
BdsQW6Hg-Ca,Good MorningÌ†ΩÌπãÌ†ºÌøæ It‚Äôs #Motivational #MondayÌ†ΩÌ±èÌ†ºÌøæÌ†ΩÌ±èÌ†ºÌøæ Let‚Äôs Get ItÌ†ΩÌ∏â Remember to #text Fosta to 85377 for my #mobile #Business #Card Ì†ΩÌ≥≤#fostasmithres #fostasellshomes #beverly #b#vanderpoel #jimmyjam #women #empowerment #kind #game #letsgo #go #realestate #realestateagent #realtor #chicago #southside #morganpark #chatham #auburngresham #woodlawn #hydepark #ashburn #pullman,1515420972,39,2,AUBURN GRESHAM,Far Southwest Side
BdiKL2YBhMB,The love is real. Appreciate all the support!! A little more than 2 months and the people will decide...,1515082191,14,2,AUBURN GRESHAM,Far Southwest Side
BdgRw17HakC,#chitown #chicago #chiraq #windycity #humboldtparkchicago #auburngresham #chatham #greatergrandcrossing #austinchicago #garfieldpark #englewoodchicago #tshirts #tshirtdesign #printful #shopify #richlypoor #tshirtdesigns #chicagowestside #chicagosouthside,1515019055,18,0,AUBURN GRESHAM,Far Southwest Side
Bdf2c1-B_f5,"Never knew this entire time I've been living in the upside down......
‚Ä¢
‚Ä¢
‚Ä¢
‚Ä¢
‚Ä¢
@rawurbanshots
@chicity_shots 
#upsidedown #theupsidedown #parralleluniverse #AuburnGresham #southside #chitown #Chicago #chicity_shots #notjustchicago #photography #photo #photos #pic #pics #TagFire #picture #pictures #instagood #picoftheday #photooftheday #all_shots #nikon #nikonphotography #d3200 #trobinson_photography",1515004736,83,10,AUBURN GRESHAM,Far Southwest Side
BddDEOmAZ-T,If you're from Chicago and would like to purchase a shirt or hoodie please go to my business page @richlypoor and click the link in bio.,1514910687,21,2,AUBURN GRESHAM,Far Southwest Side
BdQcO_8gOmj,Good AfternoonÌ†ΩÌπãÌ†ºÌøæ After the HolidayÌ†ºÌæÑ Final-walkthrough! I‚Äôm so excited for my ClientÌ†ΩÌ±èÌ†ºÌøæÌ†æÌ¥óÌ†ΩÌ±èÌ†ºÌøæÌ†æÌ¥ó #Text Ì†ΩÌ≥≤Fosta to 85377 for details on how to become my #clientÌ†ΩÌπåÌ†ºÌøæ #fostasmithres #fostasellshomes #rosemoor #raisedranch #home #homes #homeowner #tenants #renters #youoweittoyourself #holiday #finalwalkthrough #letsdoit #chatham #auburngresham #woodlawn #hydepark #beverly #bronzeville #southloop #southshore #morganpark #washingtonheights #calumetheights #pullman #westpullman,1514487674,39,1,AUBURN GRESHAM,Far Southwest Side
BdOZEPMHJe_,I live in Chicago where it‚Äôs cool to be so soft and frail and little that you either don‚Äôt fight fair or use guns. When did being a bitch become cool? #chicago #southside #auburngresham #box #boxing #trainer #fitness #fitfam #instafit #workout #train #downtown #boxeo #positivevibes #holidays #n #natural #o,1514418904,27,5,AUBURN GRESHAM,Far Southwest Side
BdAoiPMlhSd,Pictures from the home giveaway Staging: #chicagorealestate #wareintheworld #auburngresham with @bridgetmgainer,1513957252,47,4,AUBURN GRESHAM,Far Southwest Side
Bc-IJtKgVmF,Ì†ΩÌπãÌ†ºÌøæ You don‚Äôt wanna miss this oneÌ†ΩÌ∏â Head on over to Facebook at 10:30am @kenyatawalters and I have a SPECIAL GUEST and a Treat for youÌ†æÌ¥ó #fostasmithres #realtor #realestateagent #chicagorealestate #chicagorealtor #illinoisrealtor #chicago #chicagoland #southsuburbs #dolton #parkforest #southholland #lansing #calumetcity #chatham #auburngresham #beverly #woodlawn #morganpark #roseland #rosemoor #washingtonheights #transformationtuesday #oaklawn #focus #push #teamexitstrategy,1513873165,33,1,AUBURN GRESHAM,Far Southwest Side
Bc9_0N2gDYG,Good MorningÌ†ΩÌπãÌ†ºÌøæ Thirsty Thursday...I met you for a reasonÌ†æÌ¥î Let‚Äôs figure out how our Worlds Ì†ºÌºé can Collide! Looking to BuyÌ†ºÌø° SellÌ†ΩÌ¥úÌ†ºÌø†InvestÌ†ºÌøö in Real Estate. I can help youÌ†ΩÌπãÌ†ºÌøæÌ†ΩÌπãÌ†ºÌøæ Text Fosta to 85377 for my Ì†ΩÌ≥≤Mobile Business Card #fostasmithres  #fostasellshomes #youoweittoyourself #chicago #chicagorealestateagent #beverly #chatham #realtor #realestateagent #realestate #illinois #investor #renters #youoweittoyourself #auburngresham #woodlawn #bronzeville #lansing #southholland #dolton #roseland #morganpark #southshore #calumetheights #washingtonheights,1513868795,42,0,AUBURN GRESHAM,Far Southwest Side
BcyOwKMArfj,"Portraits from 79th and Racine Today as we passed out turkeys for 800 people. Ì†ΩÌ≥∏: @jonladalla .
.
.
.
.
#blacklivesmatter #chicago #chi #auburngresham #79thstreet #southside #christmas #pursuitofportraits #artofvisuals #church #christian #turkey",1513473973,85,4,AUBURN GRESHAM,Far Southwest Side
BcyOVnrH2u6,"Portraits from 79th and Racine Today as we passed out turkeys for 800 people.
.
.
.
.
.
#blacklivesmatter #chicago #chi #auburngresham #79thstreet #southside #christmas #pursuitofportraits #artofvisuals #church #christian #turkey",1513473756,71,1,AUBURN GRESHAM,Far Southwest Side
Bcu81fGgbg_,"Ì†ºÌæ¨Thanks again to @lenawaithe and @common for screening @shothechi here in #Chatham! Chicago got to see it first! The first episode was so moving. I was SO  happy to see how authentically  Chicago was portrayed. Growing up in #SouthShore and #AuburnGresham, I identified with the characters so much. I am incredibly inspired Lena and I am so glad we were able to reconnect. Everyone needs to check this out in January! Ì†ΩÌ≥∑: @ashleighdjay #TheChi #Showtime #LenaWaithe #Common #StudioMovieGrill #SouthSide #krileytips",1513363916,262,37,AUBURN GRESHAM,Far Southwest Side
BcqV4pKjNzr,Senator Jacqueline Collins and I at Fr. Pfleger‚Äôs annual Operation Hope event at BJ‚Äôs Market and Bakery on 79th st. #Freefood #Givingback #17thward #AuburnGresham #StSabina #GrassRoots #TheGuyNoOneSent #ABetterNeighborhood for a #ABetterChicago #ElectJoshuaGray2018 #CookCountyCommissioner #CCC #3rdDistrict (this is not an endorsement),1513209277,29,1,AUBURN GRESHAM,Far Southwest Side
BcoIqO6hKv6,Big Project!! Bigger Goals!!!!! #rehab #flip #chicago #goals #bungalow #kitchen #bath #hgtv #cali #southside #deals #auburngresham #ready #different #next #letsgo,1513135234,57,6,AUBURN GRESHAM,Far Southwest Side
BclYHzohj0Y,"Even in the hood, there's some beauty to be found.......
‚Ä¢
‚Ä¢
‚Ä¢
‚Ä¢
‚Ä¢
@chicity_shots
@rawurbanshots
@insta_chicago
@chicago_community
#perspective #southside #Auburn #AuburnGresham #chitown #chicago #25 #chicagoart #artofchi #firstfall #sortof #firstsnowfall #peaceful #chicagovisuals #photography #photo #photos #pic #pics #picture #pictures #snapshot #picoftheday #photooftheday #capture #nikon #nikond3200 #50mm #nikkor50mm #trobinson_photography",1513042678,118,21,AUBURN GRESHAM,Far Southwest Side
BclBS_yhNl8,"Attended the Principal‚Äôs Breakfast recently celebrating top educators across CPS. Organized by Ms. Joyce Chapman and team, these events place a spotlight on the best in our community. The theme: ‚ÄúThe Time is Now to Celebrate OUR Principals.‚Äù Pretty much says it all. #latergram",1513030711,20,1,AUBURN GRESHAM,Far Southwest Side
BclAzXYBnRD,‚ÄúMeet the Candidate‚Äù night at the IVI-IPO (Independent Voters of Illinois-Independent Precinct Organization). This organization has been been around since 1944 and they do an incredible job of helping candidates connect with voters. It was great to gather with my fellow colleagues as we all aim to have our platforms heard. #latergram,1513030452,16,1,AUBURN GRESHAM,Far Southwest Side
BcgiUh2FtfC,"Great @bemoved_dance #bollywooddance class on Saturday! Thanks @iamtrishago! 
#BeMovedSouthside #dance #southside #auburngresham",1512880253,32,2,AUBURN GRESHAM,Far Southwest Side
Bcc8dIAHHft,"Upstairs- Brick Georgian @ 7705 S Damen for sale...check it out! #forsale #auburngresham - -
-
#chicago #illinois #openhouse #openhousequeen #realestate #realtor #realestateagent #realestatebroker #house #condo #newhome #kellerwilliamspreferredrealty #frankmontrohomes #firsttimehomebuyers #rehab #investment #wannabuyahouse #wanttobuyahouse #southside #eastside #auburngresham #stopby #7705damen #erikalosveschicago",1512760072,19,0,AUBURN GRESHAM,Far Southwest Side
Bcc8VHGHDvd,"Brick Georgian @ 7705 S Damen for sale...check it out! #forsale #auburngresham - -
-
#chicago #illinois #openhouse #openhousequeen #realestate #realtor #realestateagent #realestatebroker #house #condo #newhome #kellerwilliamspreferredrealty #frankmontrohomes #firsttimehomebuyers #rehab #investment #wannabuyahouse #wanttobuyahouse #southside #eastside #auburngresham #stopby #7705damen #erikalosveschicago",1512759718,27,1,AUBURN GRESHAM,Far Southwest Side
Bca8qMinKWZ,"OPEN HOUSE ALERT: I‚Äôm hosting this FRI <12.8.17> from 11a-1p @ 7705 S Damen, Chicago; 3bed/2baths, full rehab! Interested? Call/text/private message or email me! Please share, tag, and STOP BY!!! #forsale #auburngresham
-
- -
-
#chicago #illinois #openhouse #openhousequeen #realestate #realtor #realestateagent #realestatebroker #house #condo #newhome #kellerwilliamspreferredrealty #frankmontrohomes #firsttimehomebuyers #rehab #investment #wannabuyahouse #wanttobuyahouse #southside #eastside #auburngresham #stopby #7705damen #erikalosveschicago",1512692735,27,3,AUBURN GRESHAM,Far Southwest Side
Bhc28paliTC,Love this mission control from @youngnailsinc!! Makes me feel like a true artist!! #thenailroom #bookus #styleseat #chicagonailtech #beverlychicago #western,1523494268,32,0,BEVERLY,Far Southwest Side
BhcDXDUBXc0,BEVERLY CONDO LISTING COMING SOON...stay tuned! How great is this entryway?,1523467221,16,1,BEVERLY,Far Southwest Side
BhbtPoQAyoN,"Got a small but sexy crew?  We've got a party package just for you!  Link in Bio!  #partylikeabombshell #keepyourcirclesmall #bombshellbrideshavemorefun
.
.
.
#bombshellmovement #partylikeabombshell #bachelorette #bacheloretteparty #bridetobe #pole #polelife #poledance #poleparty #poledancechicago #chicago #tinleypark #chicagopole #blackbachelorette #girlsnightout #twerk #twerkchicago #beverlychicago #60643 #bride2be #girlboss #blackgirlmagic #lapdance #bridalbliss",1523455626,22,1,BEVERLY,Far Southwest Side
BhZoQFJBeFl,"Talk about a cavity Ì†ΩÌ∏Ç #jk
‚Ä¢
#dentist #dentistry #oralhealth #evergreenpark #oaklawn #beverly #beverlychicago",1523385899,156,0,BEVERLY,Far Southwest Side
BhZBtD4H9po,WEST BEVERLY 3BR COMING SOON! Stay tuned for details or go to www.jeninelsonbroker.com.  #jeninelson #fitzgeraldrealestate #beverlychicago,1523365821,1,0,BEVERLY,Far Southwest Side
BhXrEwyABx1,‚ÄúA cold spring / a violet was flawed on the lawn.‚Äù,1523320270,12,1,BEVERLY,Far Southwest Side
BhWmEiWAFqe,"Dear Ones, in case you were wondering what might happen next, how this week will unfold, who you will become tomorrow, and so on, it all boils down to one thing:

Expectation.

Yours.

Whoohoo,
 The Universe
#anticipation #expectations #tuttheuniverse #notesfromtheuniverse #beverlychicago",1523284093,13,1,BEVERLY,Far Southwest Side
BhUhPTDAm2V,#photography  #beverlychicago  the castle,1523214451,3,0,BEVERLY,Far Southwest Side
BhPNn8Qgm9Q,Come hang with your Bombshell crew at the Black Women‚Äôs Expo tomorrow and get a FREE lap dance lesson. ;) #lapdance #bombshelltricks,1523036395,66,8,BEVERLY,Far Southwest Side
BhMq-kklvaa,At The Nail Room we work it out! This client has rheumatoid arthritis which can cause disfiguration and muscle loss.. polishing can be a difficult task so we used toe separators to help keep her fingered straight! #thenailroom #bookus #chicagonailtech #western #beverlychicago,1522951121,124,12,BEVERLY,Far Southwest Side
BhMTXV1gA43,"Got a sexy crew?  Then you MUST have your party at Bombshell.  We have 12 poles, Club Lighting, Champagne and a sexy good time.  #ariesseason‚ôàÔ∏è #partylikeabombshell .
.
.
#pole #poledance #poledancechicago #chicagopole #chicagopoledance #polefitness #poleparty #southside #beverlychicago #60643 #60655 #twerk #twerkchicago #blackgirlmagic #adultbirthday #chicago #handstand #twerkqueen #twerkout #sexydance #curvypoler #plussizepole #chicagomua #chicagolashes #motivationmonday #womensupportingwomen #womensempowerment #birthdaybish",1522938741,30,0,BEVERLY,Far Southwest Side
BhHdRQJF_OP,PINK AND ....... #thenailroom #chicagonailtech #bookus #western #beverlychicago,1522776162,40,1,BEVERLY,Far Southwest Side
BhHcnHzAf_Z,#chicagophotographer  #beverlychicago,1522775817,2,0,BEVERLY,Far Southwest Side
BhHRlnnADC3,#beverlychicago  the castle #chicagopgotographer,1522770037,1,0,BEVERLY,Far Southwest Side
